OSHPD_ID,FAC_NAME,FAC_OPER_CURRYR,LIC_STATUS,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_adm,EMS_VISITS_NON_URGENT_adm,EMS_VISITS_URGENT_NOT_adm,EMS_VISITS_URGENT_adm,EMS_VISITS_MODERATE_NOT_adm,EMS_VISITS_MODERATE_adm,EMS_VISITS_SEVERE_NOT_adm,EMS_VISITS_SEVERE_adm,EMS_VISITS_CRITICAL_NOT_adm,EMS_VISITS_CRITICAL_adm,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,year,Responder_status,EMS_Minor_TOTL_VIS,EMS_lowmoderate_TOTL_VIS,EMS_Moderate_TOTL_VIS,EMS_SEV_WO_Threat_totl_vis,EMS_SEV_W_THREAT_TOTL_VIS,lvl_not_specified,emsa_county,EMSA_TRAUMA_CTR_DESIG,emsa1,emsa2,emsa3,emsa4,emsa0,EMSA_TRAUMA_PEDS_CTR_count,dhs_ed_lic_levl,all_ed,ed_none,basic,comprehensive,standby
106074093,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,Yes,Open,,NO,15,9,11,18f,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,16577,1,14143,3,9815,30,11756,976,2922,1957,55213,2967,58180,27,220,293,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,16578,14146,9845,12732,4879,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074093,KAISER FND HOSP - RICHMOND CAMPUS,Yes,Open,,NO,15,9,11,18f,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,1348,0,11903,33,14833,1551,13886,2338,92,128,42062,4050,46112,23,114,1010,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,1348,11936,16384,16224,220,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074093,KAISER FND HOSP - RICHMOND CAMPUS,Yes,Open,,NO,15,9,11,18f,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,13643,0,7963,1,7638,88,7397,853,1468,1014,38109,1956,40065,15,0,166,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,13643,7964,7726,8250,2482,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Yes,Open,,NO,11,7,9,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,1804,0,16879,1,28816,3687,6925,2932,44,61,54468,6681,61149,36,0,71,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,1804,16880,32503,9857,105,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Yes,Open,,NO,11,7,9,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,12098,36,10401,2,9684,65,16803,1186,4380,2515,53366,3804,57170,36,0,119,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,12134,10403,9749,17989,6895,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Yes,Open,,NO,11,7,9,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,13796,1,9130,4,9909,93,13841,1547,3242,2542,49918,4187,54105,37,0,105,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,13797,9134,10002,15388,5784,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074097,KAISER FOUND HSP-ANTIOCH,Yes,Open,,NO,11,7,9,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,13119,0,6811,1,9294,145,11074,1895,2170,1926,42468,3967,46435,35,0,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,13119,6812,9439,12969,4096,0,,N/A,,,,,1,,Basic,Yes,,1,,
106074097,KAISER FOUND HSP-ANTIOCH,Yes,Open,,NO,11,7,9,18e,,05 - East Bay,Contra Costa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,13612,0,7598,25,11312,462,6228,3005,342,787,39092,4279,43371,34,0,74,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,13612,7623,11774,9233,1129,0,,N/A,,,,,1,,Basic,Yes,,1,,
106084001,SUTTER COAST HOSPITAL,Yes,Open,Level IV,NO,2,2,2,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1135,3,8399,57,8763,1717,535,356,326,38,19158,2171,21329,11,0,503,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,1138,8456,10480,891,364,0,North Coast,Level IV,,,,1,,,Basic,Yes,,1,,
106084001,SUTTER COAST HOSPITAL,Yes,Open,Level IV,NO,2,2,2,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1538,0,8761,85,9167,1694,518,285,314,16,20298,2080,22378,11,0,647,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,1538,8846,10861,803,330,0,North Coast,Level IV,,,,1,,,Basic,Yes,,1,,
106084001,SUTTER COAST HOSPITAL,Yes,Open,Level IV,NO,2,2,2,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1075,2,8014,73,9480,1665,554,316,315,14,19438,2070,21508,11,0,626,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,1077,8087,11145,870,329,0,North Coast,Level IV,,,,1,,,Basic,Yes,,1,,
106084001,SUTTER COAST HOSPITAL,Yes,Open,Level IV,NO,2,2,2,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1149,3,6694,72,9595,1864,389,260,345,22,18172,2221,20393,11,360,747,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,1152,6766,11459,649,367,0,North Coast,Level IV,,,,1,,,Basic,Yes,,1,,
106084001,SUTTER COAST HOSPITAL,Yes,Open,Level IV,NO,2,2,2,19,,01 - Northern California,Del Norte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,1221,7,7609,68,8961,1905,439,332,340,32,18570,2344,20914,11,666,344,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,1228,7677,10866,771,372,0,North Coast,Level IV,,,,1,,,Basic,Yes,,1,,
106090793,BARTON MEMORIAL HOSPITAL,Yes,Open,Level III,NO,5,1,4,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,884,1,2849,3,6419,9,6149,11,1960,1100,18261,1124,19385,12,0,204,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,885,2852,6428,6160,3060,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090793,BARTON MEMORIAL HOSPITAL,Yes,Open,Level III,NO,5,1,4,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1472,6,3367,2,6623,4,6145,19,2474,1027,20081,1058,21139,12,0,369,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,1478,3369,6627,6164,3501,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090793,BARTON MEMORIAL HOSPITAL,Yes,Open,Level III,NO,5,1,4,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,728,0,2896,3,6148,2,5835,12,2551,804,18158,821,18979,12,0,410,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,728,2899,6150,5847,3355,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090793,BARTON MEMORIAL HOSPITAL,Yes,Open,,NO,5,1,4,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,1116,2,3348,1,5186,6,5770,17,2418,1077,17838,1103,18941,12,0,301,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,1118,3349,5192,5787,3495,0,,N/A,,,,,1,,Basic,Yes,,1,,
106090793,BARTON MEMORIAL HOSPITAL,Yes,Open,,NO,5,1,4,24,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,YES,,YES,,YES,,,YES,YES,,827,1,1170,0,3476,1,3389,7,1362,203,10224,212,10436,12,0,438,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,828,1170,3477,3396,1565,0,,N/A,,,,,1,,Basic,Yes,,1,,
106090933,MARSHALL  MEDICAL CENTER,Yes,Open,Level III,NO,5,1,4,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,536,5,7328,15,8456,738,3309,2287,440,628,20069,3673,23742,24,7600,1002,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,541,7343,9194,5596,1068,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090933,MARSHALL  MEDICAL CENTER,Yes,Open,Level III,NO,5,1,4,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,530,0,6595,2,7522,489,3702,2239,683,990,19032,3720,22752,24,9314,973,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,530,6597,8011,5941,1673,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090933,MARSHALL  MEDICAL CENTER,Yes,Open,Level III,NO,5,1,4,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,861,0,7036,3,7795,448,4621,2433,782,1187,21095,4071,25166,24,8386,491,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,861,7039,8243,7054,1969,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090933,MARSHALL  MEDICAL CENTER (1-RH),Yes,Open,Level III,NO,5,1,4,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,1150,0,6731,0,7824,358,4801,2161,795,1045,21301,3564,24865,24,6137,472,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,1150,6731,8182,6962,1840,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106090933,MARSHALL  MEDICAL CENTER (1-RH),Yes,Open,Level III,NO,21,12,16,23.3,,02 - Golden Empire,El Dorado,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,1836,0,8986,1,9810,409,7137,2470,1662,1046,29431,3926,33357,24,5551,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,1836,8987,10219,9607,2708,0,El Dorado,Level III,,,1,,,,Basic,Yes,,1,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Yes,Open,,NO,23,8,22,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,YES,,3577,22,2876,5,33875,101,14387,121,3652,6787,58367,7036,65403,43,0,2313,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,3599,2881,33976,14508,10439,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Yes,Open,,NO,23,8,22,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,,YES,YES,,,,YES,,4760,37,1976,1,30204,82,15948,111,3212,6862,56100,7093,63193,43,0,2310,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,4797,1977,30286,16059,10074,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Yes,Open,,NO,23,8,22,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,YES,YES,,4162,30,1944,4,29744,70,15754,118,2841,5968,54445,6190,60635,44,0,810,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,4192,1948,29814,15872,8809,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Yes,Open,,NO,23,8,22,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,2249,17,1314,1,19886,56,9619,71,1970,3559,35038,3704,38742,42,0,604,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,2266,1315,19942,9690,5529,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100005,CLOVIS COMMUNITY MEDICAL CENTER,Yes,Open,,NO,23,8,22,31,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,2996,19,1058,1,21902,47,11421,87,3867,4837,41244,4991,46235,26,0,160,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,3015,1059,21949,11508,8704,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100697,COALINGA REGIONAL MEDICAL CENTER,Yes,Suspense,,NO,31,12,21,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,0,Standby,Standby,,,YES,,,,,YES,YES,,,YES,,YES,20,0,2277,0,2173,0,2174,0,2219,0,8863,130,8993,9,0,72,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,20,2277,2173,2174,2219,130,,N/A,,,,,1,,Standby,Yes,,,,1
106100697,COALINGA REGIONAL MEDICAL CENTER,Yes,Open,,NO,31,12,21,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,0,Standby,Standby,,,YES,,,,,YES,YES,,,YES,,YES,23,0,2396,0,2093,0,1958,0,2434,0,8904,123,9027,9,0,124,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,23,2396,2093,1958,2434,123,,N/A,,,,,1,,Standby,Yes,,,,1
106100697,COALINGA REGIONAL MEDICAL CENTER,Yes,Open,,NO,31,12,21,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,0,Standby,Standby,,,YES,,,,,YES,YES,,,YES,,YES,50,0,2908,0,2429,0,1646,0,2203,0,9236,167,9403,9,0,188,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,50,2908,2429,1646,2203,167,,N/A,,,,,1,,Standby,Yes,,,,1
106100697,COALINGA REGIONAL MEDICAL CENTER,Yes,Open,,NO,31,12,21,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,0,Standby,Standby,,,YES,,,,,YES,YES,,,YES,,YES,92,0,2803,0,2399,0,1615,0,2124,0,9033,179,9212,9,0,106,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,92,2803,2399,1615,2124,179,,N/A,,,,,1,,Standby,Yes,,,,1
106100697,COALINGA REGIONAL MEDICAL CENTER,Yes,Open,,NO,31,12,21,27,,09 - Central,Fresno,General Acute Care,District,General Medical / Surgical,0,Standby,Standby,,,YES,,,,,YES,YES,,,YES,,YES,116,0,2554,0,2230,0,1481,0,2593,0,8974,273,9247,9,0,104,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,116,2554,2230,1481,2593,273,,N/A,,,,,1,,Standby,Yes,,,,1
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,Open,Level I,YES,31,14,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,4307,58,5762,25,44601,197,21583,208,13530,21446,89783,21934,111717,67,0,2368,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,4365,5787,44798,21791,34976,0,Central California,Level I,1,,,,,,Comprehensive,Yes,,,1,
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,Open,Level I,YES,31,14,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,5820,68,4564,13,45966,258,17434,240,12920,21955,86704,22534,109238,67,0,3743,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,5888,4577,46224,17674,34875,0,Central California,Level I,1,,,,,,Comprehensive,Yes,,,1,
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,Open,Level I,YES,31,14,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,7242,71,4308,12,46092,214,18784,236,12066,21776,88492,22309,110801,73,0,4678,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,7313,4320,46306,19020,33842,0,Central California,Level I,1,,,,,,Comprehensive,Yes,,,1,
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,Open,Level I,YES,31,14,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,18644,91,3080,8,31778,119,24584,260,13277,20578,91363,21056,112419,73,0,3848,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,18735,3088,31897,24844,33855,0,Central California,Level I,1,,,,,,Comprehensive,Yes,,,1,
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Yes,Open,Level I,YES,31,14,16,35c,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,8656,42,3984,11,42618,107,24856,222,14204,22263,94318,22645,116963,73,0,5212,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,8698,3995,42725,25078,36467,0,Central California,Level I,1,,,,,,Comprehensive,Yes,,,1,
106100745,KINGSBURG MEDICAL CENTER,No,Closed,,NO,31,12,21,30,,09 - Central,Fresno,General Acute Care,,,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106100793,ADVENTIST HEALTH SELMA,Yes,Open,,NO,31,14,21,30,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,72,0,424,0,22967,0,28766,0,447,0,52676,0,52676,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,72,424,22967,28766,447,0,,N/A,,,,,1,,Standby,Yes,,,,1
106100793,ADVENTIST MEDICAL CENTER - SELMA,Yes,Open,,NO,31,14,21,30,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,604,0,28388,0,24663,0,446,0,72,0,54173,2200,56373,8,604,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,604,28388,24663,446,72,2200,,N/A,,,,,1,,Standby,Yes,,,,1
106100793,ADVENTIST MEDICAL CENTER-SELMA,Yes,Open,,NO,31,14,21,30,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,559,1,26833,87,25021,2213,522,250,62,15,52997,2566,55563,8,0,324,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,560,26920,27234,772,77,0,,N/A,,,,,1,,Standby,Yes,,,,1
106100793,ADVENTIST MEDICAL CENTER-SELMA,Yes,Open,,NO,31,14,21,30,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,653,1,23340,105,23726,2386,333,279,54,15,48106,2786,50892,10,0,234,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,654,23445,26112,612,69,0,,N/A,,,,,1,,Standby,Yes,,,,1
106100797,ADVENTIST HEALTH REEDLEY,Yes,Open,,NO,31,14,22,32,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,423,0,14750,0,18816,0,8820,0,32925,0,75734,8820,84554,10,423,201,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,423,14750,18816,8820,32925,8820,,N/A,,,,,1,,Standby,Yes,,,,1
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Yes,Open,,NO,31,14,22,32,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,56,0,812,0,13195,0,17664,0,816,0,32543,999,33542,10,816,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,56,812,13195,17664,816,999,,N/A,,,,,1,,Standby,Yes,,,,1
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Yes,Open,,NO,31,14,22,32,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,765,2,14459,97,13000,917,843,175,75,5,29142,1196,30338,10,0,284,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,767,14556,13917,1018,80,0,,N/A,,,,,1,,Standby,Yes,,,,1
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Yes,Open,,NO,31,14,22,32,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,1314,5,11602,105,9326,781,634,154,147,9,23023,1054,24077,10,1319,390,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,1319,11707,10107,788,156,0,,N/A,,,,,1,,Standby,Yes,,,,1
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Yes,Open,,NO,31,14,22,32,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Standby,Standby,,YES,YES,,,YES,YES,,YES,,,,YES,,443,0,3662,0,7060,0,880,0,944,0,12989,668,13657,10,443,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,443,3662,7060,880,944,668,,N/A,,,,,1,,Standby,Yes,,,,1
106100899,ST. AGNES MEDICAL CENTER,Yes,Open,,NO,23,8,22,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,YES,,YES,,2945,11,12234,18,23809,178,21782,2987,9321,13100,70091,16294,86385,48,0,5100,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,2956,12252,23987,24769,22421,0,,N/A,,,,,1,,Basic,Yes,,1,,
106100899,ST. AGNES MEDICAL CENTER,Yes,Open,,NO,23,8,22,35f,,09 - Central,Fresno,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,596,1,11439,21,21233,148,20749,2406,8850,12499,62867,15075,77942,48,0,9856,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,597,11460,21381,23155,21349,0,,N/A,,,,,1,,Basic,Yes,,1,,
